source_id,ra,dec,redshift_qsoc,classlabel_dsc
581476797364062336,131.74503518052614,4.126139988066939,4.15052,star
581481985684544896,131.6932924910768,4.250316302706822,1.0539614,quasar
581488544099628160,131.77137930113742,4.31774647751865,1.3125914,star
581492667268672128,132.23540921190835,4.226456592062487,0.35767177,quasar
581492770348169216,132.23196349983905,4.239456827947118,3.286658,quasar
581494007299808000,132.2091956253014,4.294364398212666,2.1849217,quasar
581494900651735808,132.32780580024993,4.31070301542106,3.9475038,star
581496412480286080,132.29190021407177,4.391662723675204,2.811582,star
581497202754210048,132.16253642892292,4.316024151660497,0.61697507,star
581500952259916288,132.36946797032593,4.347781823431987,,galaxy
581503696744989056,132.49937019645358,4.462503496152745,2.2557154,quasar
581503902903323136,132.51299799886505,4.490069994479748,0.66671795,quasar
581504933695489664,132.49106257667043,4.515410563302079,2.700263,quasar
581507201438224640,132.2996755794225,4.520480641961901,1.9713799,quasar
581507441956474752,132.2577951291347,4.540006921732456,1.4628686,quasar
581509675339495808,132.37111898524347,4.6210201807636,0.51313597,quasar
581511462046407552,132.0081724302399,4.432615226797756,1.2261959,star
581515658228056448,131.88280130713565,4.498618692076605,1.4530464,star
581517543719486848,131.99433507521013,4.548180143501366,2.3658457,star
581519747037805184,132.16440590542288,4.550477213315789,0.39027974,quasar
581523591033534464,132.16771109178134,4.620936882192082,2.2497075,quasar
581523797191966080,132.11009706447996,4.6228416794374,,galaxy
581525755697083648,132.22460247945827,4.6963885968060515,0.38241276,quasar
581525961855504256,132.22014820297306,4.697452230196162,5.0510755,quasar
581527718498091008,133.5884406162848,3.6305881892267298,2.6128795,quasar
581529024168148736,133.58331276595976,3.676360894818263,0.2529137,quasar
581529470843531008,133.5930665734261,3.722545148696583,1.5678351,quasar
581529814440953472,133.67663611781455,3.6949339576821965,0.8530702,quasar
581531356333924224,133.69601880089985,3.764944895408881,2.4538772,quasar
581531665573424896,133.68749021654773,3.799010200000979,1.8928213,star
581531837370237184,133.52571427148544,3.6844450160709865,0.7318715,quasar
581538606238844672,133.8388028909339,3.842661684801941,3.6732135,star
581540049347873280,133.85709694909326,3.9101886270120403,2.323841,star
581540839621739392,133.6540243851305,3.8479024287722443,2.2101011,star
581541011420443008,133.68088532341343,3.878726725360335,1.0967909,quasar
581541423737306624,133.70517017806384,3.886349917503997,2.8734016,quasar
581541836054167936,133.6539266816412,3.8883269694713936,1.6621963,quasar
581544241235966208,133.73188272652607,3.9791609307781095,1.3688447,star
581544481756066560,133.78522271517548,3.9860642626759457,0.6656528,star
581544790995938432,133.78767037766906,4.012578628076465,0.08670794,star
581544859711264384,133.76087003110914,4.023053344625268,3.2367568,quasar
581548776721322240,133.5200337302823,3.901433861435832,,star
581550563427119488,133.3240176914746,3.8858627644102626,2.472212,quasar
581550700866073472,133.27927442126838,3.887911604799292,0.3837985,quasar
581551662939351552,133.4600692500479,3.920817085050584,0.14794908,star
581553793243128960,133.59106732244663,3.9169751697295503,2.328472,quasar
581554416014730496,133.6691113842789,3.9515837201678417,5.4870048,quasar
581556851264013696,133.72144766864548,4.039476500583397,0.3000514,galaxy
581557194857259008,133.64164214214227,4.032649279252053,0.84705305,star
581557641535624448,133.6851886555319,4.0599888563320095,2.533878,star
581558328728617856,133.52334573486704,4.003212530828913,2.4434018,star
581560252873424640,133.5057916394896,4.097388471760788,0.60511035,quasar
581560940068753792,133.63372117916984,4.0962398490841405,2.845327,quasar
581561283666142336,133.6436560501142,4.130046801365505,0.7608829,quasar
581561558544045824,133.5909089089166,4.10745653552713,1.3244524,quasar
581562692415459456,133.95576454448877,3.9137009533678513,3.345716,star
581563379610232448,133.95757960370298,3.959819361905248,2.7113986,quasar
581563688850079616,133.90589248651122,3.9466971611580126,,star
581563929366046848,133.86934765289183,3.9613456445117725,1.6715885,quasar
581564341682913280,133.9604771235908,3.9983603314483975,2.2183151,quasar
581564753999770496,134.0275199142219,3.9800910266801823,0.47081065,star
581565200676377216,134.03243570792984,4.0198639765947455,1.9119152,quasar
581565372475446912,134.10046961489772,4.029657602272657,,star
581565956590624640,134.02101516615497,4.036484143115828,1.0676692,quasar
581567438354218496,133.90666656264023,4.002538431235636,5.1765013,quasar
581567708937279616,133.87226820060275,4.025553892685592,2.6733744,quasar
581570492076107520,133.88708806082255,4.1076089819594515,2.2174242,quasar
581571729026682112,134.13210848704736,4.079834301069497,2.0935786,quasar
581572175703286400,134.13349995356643,4.105515150054541,0.48124006,quasar
581573034696751872,134.1226593415265,4.128796936025641,0.7516807,star
581574001063946368,134.20417939963548,4.170549455208269,2.5746958,quasar
581574340366964480,134.23722864890925,4.184939722423116,0.43004265,star
581574477805918720,134.26309671232073,4.20127846675654,1.2525504,star
581576058353736832,134.0110955916152,4.156020903551264,2.4279068,star
581578777067577216,134.13668265307376,4.2530588719004,0.38353327,star
581580009723707520,134.11376458084416,4.311440646628342,1.6202497,quasar
581581933868993664,133.77224774129886,4.144249551613472,5.794382,quasar
581583102100106880,133.8764360900659,4.168052175247428,0.44483903,quasar
581584098532543488,133.89248147778304,4.220871306020821,2.6723297,star
581585541641439104,133.73407714695642,4.208458744492698,0.8401202,star
581586125756989312,133.68081366999385,4.187086976189551,1.6751486,quasar
581588844471101952,133.76927166869714,4.327676953731557,0.20254214,star
581589016269991296,133.97325602351663,4.206715548236202,0.6022171,quasar
581589699169908992,133.975804420277,4.248744518935202,0.5476436,quasar
581589836608870656,133.99498587466283,4.263698774826466,2.7677221,quasar
581592928985344128,134.04824223603373,4.3718470235927835,1.4254676,quasar
581594238949850112,133.908409936692,4.338721018597142,2.6700416,quasar
581598121600332288,133.254934999704,3.9396773665331897,2.4164107,quasar
581601415839968384,133.29226656450246,4.053182928468783,1.2296913,quasar
581601415839970432,133.29567200668083,4.0577159939943925,0.82314736,quasar
581604680015128448,133.24622805871797,4.084172690265712,2.468021,star
581605779528040960,133.19141162954722,4.113339182565589,1.3543177,star
581607222635776896,133.47334787001327,4.102207968929219,2.9265153,quasar
581607291355252864,133.44169129682035,4.100475830333203,2.834235,star
581609318579859072,133.54554802589988,4.170237722200985,,star
581609529035072256,133.53401967193903,4.181647760142034,0.1639126,star
581610521170736128,133.51195627525453,4.220560239454515,2.8190074,star
581611998639446016,133.29859158871017,4.160302086780403,1.5306311,quasar
581614335101723264,133.40690868308195,4.2600452554531705,0.6647949,star
581619867019822464,132.98489263821136,4.1443673698917385,1.5483263,quasar
581620038818212096,132.9562533387951,4.144430327554567,0.8334973,star
581621310128790912,132.97651849284213,4.1973200125575,1.2681167,quasar
581621825524672384,132.98136575256967,4.242741664176047,5.6351147,quasar
581624196346598016,133.25785957798388,4.211151715394823,4.035856,star
581624265066079360,133.258302249443,4.216352352735422,2.7757783,star
581627460523105280,133.28454955368827,4.322133845657939,1.8812404,quasar
581628010277666432,133.33162839856905,4.365963367334629,2.5735312,quasar
581628285155583616,133.30644410209092,4.382587538330741,2.287118,quasar
581629766919661184,133.12241613492097,4.33491144439432,2.4035606,quasar
581633164238317312,133.57478780165562,4.216349693411526,1.2863737,quasar
581633885792868352,133.62086745831118,4.27851310097351,1.242087,quasar
581634160670756608,133.56041942357936,4.2528056534528655,2.4109387,star
